# format: as|source|type
# date: 20200101
# name: as2type
# exe: type-convert-amogh.pl
# files: 20200101.merged.class.txt
# types: Content|Enterprise|Transit/Access
132399|CAIDA_class|Transit/Access
132400|peerDB_class|Transit/Access
132401|CAIDA_class|Enterprise
132402|CAIDA_class|Enterprise
132404|CAIDA_class|Transit/Access
132405|peerDB_class|Transit/Access
132406|CAIDA_class|Enterprise
132407|CAIDA_class|Enterprise
132409|CAIDA_class|Enterprise
132413|CAIDA_class|Transit/Access
132414|CAIDA_class|Enterprise
132415|CAIDA_class|Content
132416|CAIDA_class|Enterprise
132417|CAIDA_class|Transit/Access
132418|CAIDA_class|Transit/Access
132419|CAIDA_class|Enterprise
132422|CAIDA_class|Transit/Access
132423|CAIDA_class|Transit/Access
132424|CAIDA_class|Enterprise
132425|peerDB_class|Transit/Access
132426|peerDB_class|Transit/Access
132428|CAIDA_class|Content
132429|CAIDA_class|Transit/Access
132430|CAIDA_class|Enterprise
132433|CAIDA_class|Transit/Access
132434|CAIDA_class|Transit/Access
132435|peerDB_class|Transit/Access
132436|CAIDA_class|Transit/Access
132437|CAIDA_class|Transit/Access
132438|CAIDA_class|Transit/Access
132440|CAIDA_class|Enterprise
132441|CAIDA_class|Enterprise
132443|CAIDA_class|Enterprise
132445|peerDB_class|Transit/Access
132447|CAIDA_class|Transit/Access
132448|CAIDA_class|Enterprise
132449|peerDB_class|Transit/Access
132450|CAIDA_class|Enterprise
132451|CAIDA_class|Transit/Access
132453|peerDB_class|Transit/Access
132454|peerDB_class|Transit/Access
132456|CAIDA_class|Transit/Access
132458|peerDB_class|Transit/Access
132459|CAIDA_class|Transit/Access
132462|CAIDA_class|Transit/Access
132464|CAIDA_class|Transit/Access
132467|CAIDA_class|Transit/Access
132468|CAIDA_class|Transit/Access
132469|CAIDA_class|Enterprise
132470|CAIDA_class|Transit/Access
132471|CAIDA_class|Transit/Access
132472|CAIDA_class|Enterprise
132473|CAIDA_class|Enterprise
132476|CAIDA_class|Enterprise
132480|peerDB_class|Transit/Access
132482|CAIDA_class|Transit/Access
132484|CAIDA_class|Transit/Access
132485|CAIDA_class|Transit/Access
132486|CAIDA_class|Transit/Access
132489|CAIDA_class|Transit/Access
132491|peerDB_class|Transit/Access
132493|CAIDA_class|Enterprise
132494|CAIDA_class|Enterprise
132497|peerDB_class|Transit/Access
132498|CAIDA_class|Enterprise
132499|CAIDA_class|Transit/Access
132502|CAIDA_class|Enterprise
132504|CAIDA_class|Transit/Access
132505|CAIDA_class|Transit/Access
132506|CAIDA_class|Transit/Access
132507|CAIDA_class|Transit/Access
132508|CAIDA_class|Transit/Access
132509|CAIDA_class|Transit/Access
132510|CAIDA_class|Transit/Access
132512|CAIDA_class|Content
132513|CAIDA_class|Transit/Access
132514|CAIDA_class|Transit/Access
132515|peerDB_class|Transit/Access
132516|CAIDA_class|Transit/Access
132518|peerDB_class|Transit/Access
132519|peerDB_class|Enterprise
132520|CAIDA_class|Enterprise
132524|CAIDA_class|Transit/Access
132525|CAIDA_class|Transit/Access
132526|CAIDA_class|Transit/Access
132527|CAIDA_class|Enterprise
132528|peerDB_class|Transit/Access
132529|peerDB_class|Transit/Access
132530|CAIDA_class|Transit/Access
132531|CAIDA_class|Enterprise
132532|CAIDA_class|Transit/Access
132533|CAIDA_class|Transit/Access
132534|CAIDA_class|Transit/Access
132535|peerDB_class|Transit/Access
132539|CAIDA_class|Enterprise
132540|peerDB_class|Transit/Access
132542|CAIDA_class|Enterprise
132543|peerDB_class|Transit/Access
132544|CAIDA_class|Transit/Access
132545|CAIDA_class|Transit/Access
132546|CAIDA_class|Enterprise
132547|CAIDA_class|Transit/Access
132549|CAIDA_class|Transit/Access
132552|CAIDA_class|Transit/Access
132553|CAIDA_class|Transit/Access
132554|CAIDA_class|Enterprise
132556|peerDB_class|Transit/Access
132557|CAIDA_class|Enterprise
132559|peerDB_class|Transit/Access
132562|peerDB_class|Transit/Access
132563|peerDB_class|Transit/Access
132564|CAIDA_class|Transit/Access
132566|peerDB_class|Transit/Access
132567|CAIDA_class|Transit/Access
132568|CAIDA_class|Transit/Access
132571|CAIDA_class|Content
132572|CAIDA_class|Enterprise
132573|peerDB_class|Transit/Access
132575|CAIDA_class|Enterprise
132576|CAIDA_class|Transit/Access
132578|CAIDA_class|Enterprise
132579|peerDB_class|Transit/Access
132580|CAIDA_class|Enterprise
132581|peerDB_class|Transit/Access
132582|CAIDA_class|Enterprise
132583|CAIDA_class|Transit/Access
132585|CAIDA_class|Transit/Access
132586|CAIDA_class|Transit/Access
132587|CAIDA_class|Enterprise
132588|CAIDA_class|Transit/Access
132590|CAIDA_class|Transit/Access
132591|CAIDA_class|Transit/Access
132593|CAIDA_class|Enterprise
132594|CAIDA_class|Enterprise
132595|CAIDA_class|Enterprise
132596|CAIDA_class|Transit/Access
132597|peerDB_class|Content
132599|CAIDA_class|Content
132602|CAIDA_class|Transit/Access
132603|CAIDA_class|Transit/Access
132604|CAIDA_class|Transit/Access
132605|CAIDA_class|Enterprise
132610|CAIDA_class|Transit/Access
132611|CAIDA_class|Transit/Access
132613|CAIDA_class|Enterprise
132615|CAIDA_class|Transit/Access
132616|CAIDA_class|Transit/Access
132618|CAIDA_class|Transit/Access
132619|CAIDA_class|Transit/Access
132620|CAIDA_class|Enterprise
132622|CAIDA_class|Transit/Access
132626|CAIDA_class|Transit/Access
132627|peerDB_class|Transit/Access
132634|CAIDA_class|Content
132637|peerDB_class|Transit/Access
132638|CAIDA_class|Enterprise
132639|CAIDA_class|Transit/Access
132641|CAIDA_class|Transit/Access
132642|CAIDA_class|Transit/Access
132643|CAIDA_class|Enterprise
132644|CAIDA_class|Content
132645|CAIDA_class|Transit/Access
132647|CAIDA_class|Enterprise
132649|CAIDA_class|Transit/Access
132651|CAIDA_class|Transit/Access
132652|CAIDA_class|Transit/Access
132653|CAIDA_class|Transit/Access
132655|CAIDA_class|Transit/Access
132658|CAIDA_class|Enterprise
132660|CAIDA_class|Transit/Access
132661|CAIDA_class|Enterprise
132662|CAIDA_class|Enterprise
132663|CAIDA_class|Transit/Access
132664|CAIDA_class|Enterprise
132667|CAIDA_class|Enterprise
132668|CAIDA_class|Transit/Access
132669|CAIDA_class|Transit/Access
132670|CAIDA_class|Enterprise
132673|CAIDA_class|Enterprise
132676|CAIDA_class|Transit/Access
132677|CAIDA_class|Transit/Access
132678|CAIDA_class|Transit/Access
132680|peerDB_class|Content
132681|CAIDA_class|Transit/Access
132682|CAIDA_class|Enterprise
132685|CAIDA_class|Content
132686|CAIDA_class|Transit/Access
132688|CAIDA_class|Enterprise
132690|CAIDA_class|Transit/Access
132691|CAIDA_class|Enterprise
132692|peerDB_class|Transit/Access
132693|CAIDA_class|Transit/Access
132694|CAIDA_class|Transit/Access
132695|CAIDA_class|Enterprise
132696|peerDB_class|Enterprise
132697|CAIDA_class|Transit/Access
132698|CAIDA_class|Transit/Access
132699|CAIDA_class|Enterprise
132701|CAIDA_class|Enterprise
132702|CAIDA_class|Enterprise
132703|CAIDA_class|Enterprise
132706|CAIDA_class|Enterprise
132707|CAIDA_class|Enterprise
132708|CAIDA_class|Transit/Access
132710|CAIDA_class|Enterprise
132711|CAIDA_class|Enterprise
132712|CAIDA_class|Transit/Access
132713|CAIDA_class|Enterprise
132716|CAIDA_class|Transit/Access
132717|CAIDA_class|Content
132718|CAIDA_class|Enterprise
132719|CAIDA_class|Content
132720|CAIDA_class|Transit/Access
132721|CAIDA_class|Transit/Access
132722|peerDB_class|Transit/Access
132723|CAIDA_class|Enterprise
132724|CAIDA_class|Transit/Access
132726|CAIDA_class|Transit/Access
132727|CAIDA_class|Transit/Access
132728|CAIDA_class|Transit/Access
132730|peerDB_class|Transit/Access
132733|CAIDA_class|Transit/Access
132734|peerDB_class|Enterprise
132735|CAIDA_class|Transit/Access
132738|CAIDA_class|Enterprise
132739|CAIDA_class|Transit/Access
132740|CAIDA_class|Enterprise
132741|CAIDA_class|Enterprise
132742|CAIDA_class|Transit/Access
132744|CAIDA_class|Transit/Access
132745|CAIDA_class|Transit/Access
132751|peerDB_class|Transit/Access
132752|peerDB_class|Transit/Access
132753|CAIDA_class|Transit/Access
132754|peerDB_class|Transit/Access
132757|CAIDA_class|Transit/Access
132760|CAIDA_class|Transit/Access
132761|CAIDA_class|Transit/Access
132762|CAIDA_class|Transit/Access
132763|CAIDA_class|Enterprise
132764|peerDB_class|Transit/Access
132768|peerDB_class|Transit/Access
132770|peerDB_class|Transit/Access
132771|peerDB_class|Transit/Access
132772|peerDB_class|Transit/Access
132773|CAIDA_class|Enterprise
132774|peerDB_class|Transit/Access
132778|CAIDA_class|Transit/Access
132779|CAIDA_class|Transit/Access
132780|CAIDA_class|Transit/Access
132781|CAIDA_class|Content
132783|CAIDA_class|Transit/Access
132785|CAIDA_class|Enterprise
132787|peerDB_class|Transit/Access
132788|CAIDA_class|Enterprise
132789|CAIDA_class|Enterprise
132791|CAIDA_class|Transit/Access
132792|CAIDA_class|Enterprise
132795|CAIDA_class|Enterprise
132796|CAIDA_class|Enterprise
132797|CAIDA_class|Enterprise
132798|CAIDA_class|Transit/Access
132799|CAIDA_class|Content
132801|CAIDA_class|Enterprise
132804|CAIDA_class|Enterprise
132805|CAIDA_class|Enterprise
132806|CAIDA_class|Enterprise
132808|peerDB_class|Transit/Access
132810|CAIDA_class|Transit/Access
132812|CAIDA_class|Enterprise
132813|CAIDA_class|Transit/Access
132815|CAIDA_class|Transit/Access
132816|peerDB_class|Content
132818|CAIDA_class|Content
132819|CAIDA_class|Transit/Access
132821|CAIDA_class|Content
132822|CAIDA_class|Enterprise
132823|CAIDA_class|Enterprise
132824|CAIDA_class|Enterprise
132825|peerDB_class|Transit/Access
132826|CAIDA_class|Enterprise
132827|CAIDA_class|Transit/Access
132829|CAIDA_class|Transit/Access
132831|CAIDA_class|Transit/Access
132834|CAIDA_class|Enterprise
132835|CAIDA_class|Transit/Access
132836|peerDB_class|Transit/Access
132837|peerDB_class|Transit/Access
132839|CAIDA_class|Content
132840|CAIDA_class|Transit/Access
132843|CAIDA_class|Content
132844|CAIDA_class|Enterprise
132847|peerDB_class|Transit/Access
132848|peerDB_class|Transit/Access
132850|CAIDA_class|Transit/Access
132852|CAIDA_class|Transit/Access
132855|CAIDA_class|Enterprise
132856|CAIDA_class|Enterprise
132857|peerDB_class|Transit/Access
132858|CAIDA_class|Enterprise
132861|CAIDA_class|Transit/Access
132862|CAIDA_class|Enterprise
132863|peerDB_class|Transit/Access
132865|peerDB_class|Transit/Access
132866|CAIDA_class|Transit/Access
132867|CAIDA_class|Transit/Access
132868|CAIDA_class|Transit/Access
132869|peerDB_class|Transit/Access
132870|peerDB_class|Transit/Access
132871|CAIDA_class|Enterprise
132872|CAIDA_class|Enterprise
132873|CAIDA_class|Transit/Access
132874|CAIDA_class|Transit/Access
132876|peerDB_class|Transit/Access
132878|CAIDA_class|Enterprise
132879|CAIDA_class|Enterprise
132881|peerDB_class|Transit/Access
132882|peerDB_class|Transit/Access
132883|CAIDA_class|Transit/Access
132884|CAIDA_class|Transit/Access
132885|CAIDA_class|Transit/Access
132887|CAIDA_class|Enterprise
132890|CAIDA_class|Transit/Access
132891|CAIDA_class|Enterprise
132892|CAIDA_class|Transit/Access
132893|CAIDA_class|Transit/Access
132894|peerDB_class|Transit/Access
132895|peerDB_class|Transit/Access
132896|CAIDA_class|Transit/Access
132898|CAIDA_class|Transit/Access
132899|CAIDA_class|Transit/Access
132901|peerDB_class|Transit/Access
132902|CAIDA_class|Transit/Access
132905|CAIDA_class|Enterprise
132908|CAIDA_class|Transit/Access
132909|CAIDA_class|Transit/Access
132911|CAIDA_class|Enterprise
132912|CAIDA_class|Enterprise
132914|CAIDA_class|Enterprise
132915|CAIDA_class|Transit/Access
132917|peerDB_class|Enterprise
132923|CAIDA_class|Transit/Access
132924|CAIDA_class|Transit/Access
132925|CAIDA_class|Enterprise
132927|CAIDA_class|Transit/Access
132931|peerDB_class|Transit/Access
132932|CAIDA_class|Transit/Access
132933|CAIDA_class|Transit/Access
132934|peerDB_class|Transit/Access
132935|CAIDA_class|Transit/Access
132937|CAIDA_class|Content
132938|CAIDA_class|Transit/Access
132941|peerDB_class|Transit/Access
132943|CAIDA_class|Transit/Access
132944|CAIDA_class|Transit/Access
132946|CAIDA_class|Content
132948|CAIDA_class|Transit/Access
132950|CAIDA_class|Enterprise
132952|CAIDA_class|Transit/Access
132954|CAIDA_class|Enterprise
132955|CAIDA_class|Transit/Access
132956|peerDB_class|Transit/Access
132957|peerDB_class|Transit/Access
132958|peerDB_class|Transit/Access
132960|peerDB_class|Transit/Access
132961|peerDB_class|Transit/Access
132962|CAIDA_class|Transit/Access
132963|CAIDA_class|Enterprise
132964|CAIDA_class|Transit/Access
132965|CAIDA_class|Transit/Access
132968|CAIDA_class|Transit/Access
132970|CAIDA_class|Enterprise
132971|peerDB_class|Enterprise
132972|CAIDA_class|Transit/Access
132974|CAIDA_class|Transit/Access
132976|peerDB_class|Transit/Access
132977|CAIDA_class|Enterprise
132978|CAIDA_class|Transit/Access
132981|CAIDA_class|Enterprise
132983|CAIDA_class|Transit/Access
132984|CAIDA_class|Transit/Access
132986|CAIDA_class|Transit/Access
132988|peerDB_class|Transit/Access
132990|CAIDA_class|Transit/Access
132991|CAIDA_class|Enterprise
132994|CAIDA_class|Transit/Access
132995|CAIDA_class|Enterprise
132996|CAIDA_class|Transit/Access
132999|CAIDA_class|Content
133000|CAIDA_class|Transit/Access
133001|peerDB_class|Transit/Access
133002|CAIDA_class|Transit/Access
133003|CAIDA_class|Transit/Access
133005|CAIDA_class|Content
133006|CAIDA_class|Transit/Access
133007|CAIDA_class|Enterprise
133010|CAIDA_class|Transit/Access
133011|CAIDA_class|Transit/Access
133012|CAIDA_class|Transit/Access
133013|CAIDA_class|Transit/Access
133014|CAIDA_class|Transit/Access
133015|CAIDA_class|Enterprise
133017|CAIDA_class|Transit/Access
133019|CAIDA_class|Enterprise
133020|CAIDA_class|Transit/Access
133023|peerDB_class|Transit/Access
133025|CAIDA_class|Enterprise
133028|CAIDA_class|Transit/Access
133030|CAIDA_class|Transit/Access
133034|CAIDA_class|Enterprise
133036|CAIDA_class|Enterprise
133037|CAIDA_class|Transit/Access
133038|CAIDA_class|Transit/Access
133040|CAIDA_class|Enterprise
133041|CAIDA_class|Content
133042|CAIDA_class|Transit/Access
133043|peerDB_class|Transit/Access
133044|CAIDA_class|Enterprise
133045|CAIDA_class|Transit/Access
133046|CAIDA_class|Transit/Access
133047|CAIDA_class|Transit/Access
133048|CAIDA_class|Enterprise
133050|CAIDA_class|Content
133051|CAIDA_class|Enterprise
133052|CAIDA_class|Enterprise
133053|CAIDA_class|Enterprise
133054|CAIDA_class|Transit/Access
133055|CAIDA_class|Enterprise
133057|CAIDA_class|Transit/Access
133058|CAIDA_class|Transit/Access
133061|CAIDA_class|Transit/Access
133062|CAIDA_class|Transit/Access
133063|CAIDA_class|Content
133065|CAIDA_class|Enterprise
133066|peerDB_class|Transit/Access
133068|CAIDA_class|Enterprise
133070|peerDB_class|Transit/Access
133072|peerDB_class|Transit/Access
133073|peerDB_class|Transit/Access
133075|peerDB_class|Transit/Access
133076|CAIDA_class|Transit/Access
133077|peerDB_class|Enterprise
133080|CAIDA_class|Transit/Access
133081|CAIDA_class|Enterprise
133082|peerDB_class|Transit/Access
133083|CAIDA_class|Enterprise
133084|CAIDA_class|Transit/Access
133085|CAIDA_class|Transit/Access
133087|CAIDA_class|Enterprise
133088|CAIDA_class|Enterprise
133089|CAIDA_class|Enterprise
133090|CAIDA_class|Transit/Access
133092|CAIDA_class|Content
133093|CAIDA_class|Enterprise
133094|CAIDA_class|Transit/Access
133095|CAIDA_class|Enterprise
133096|CAIDA_class|Transit/Access
133098|CAIDA_class|Transit/Access
133101|CAIDA_class|Transit/Access
133102|CAIDA_class|Enterprise
133104|CAIDA_class|Content
133105|CAIDA_class|Enterprise
133107|CAIDA_class|Transit/Access
133108|CAIDA_class|Enterprise
133109|CAIDA_class|Transit/Access
133111|CAIDA_class|Transit/Access
133113|CAIDA_class|Transit/Access
133114|CAIDA_class|Enterprise
133115|CAIDA_class|Content
133118|CAIDA_class|Enterprise
133119|CAIDA_class|Content
133120|peerDB_class|Enterprise
133121|CAIDA_class|Transit/Access
133122|CAIDA_class|Enterprise
133124|CAIDA_class|Transit/Access
133125|CAIDA_class|Transit/Access
133126|CAIDA_class|Content
133127|CAIDA_class|Transit/Access
133129|CAIDA_class|Transit/Access
133130|peerDB_class|Transit/Access
133132|CAIDA_class|Enterprise
133133|CAIDA_class|Enterprise
133134|CAIDA_class|Transit/Access
133136|CAIDA_class|Transit/Access
133137|peerDB_class|Transit/Access
133138|CAIDA_class|Transit/Access
133140|CAIDA_class|Enterprise
133142|peerDB_class|Enterprise
133143|CAIDA_class|Enterprise
133144|CAIDA_class|Content
133145|CAIDA_class|Enterprise
133146|CAIDA_class|Transit/Access
133149|CAIDA_class|Transit/Access
133151|CAIDA_class|Enterprise
133153|CAIDA_class|Transit/Access
133155|CAIDA_class|Transit/Access
133156|CAIDA_class|Enterprise
133158|CAIDA_class|Transit/Access
133159|peerDB_class|Content
133161|CAIDA_class|Transit/Access
133163|CAIDA_class|Transit/Access
133164|peerDB_class|Transit/Access
133166|CAIDA_class|Transit/Access
133167|CAIDA_class|Transit/Access
133168|CAIDA_class|Enterprise
133169|CAIDA_class|Content
133170|CAIDA_class|Transit/Access
133171|CAIDA_class|Transit/Access
133173|CAIDA_class|Enterprise
133174|CAIDA_class|Transit/Access
133175|CAIDA_class|Transit/Access
133177|CAIDA_class|Transit/Access
133178|CAIDA_class|Enterprise
133179|CAIDA_class|Transit/Access
133180|CAIDA_class|Transit/Access
133186|CAIDA_class|Enterprise
133187|peerDB_class|Transit/Access
133188|CAIDA_class|Transit/Access
133189|CAIDA_class|Transit/Access
133191|CAIDA_class|Transit/Access
133192|peerDB_class|Transit/Access
133193|CAIDA_class|Transit/Access
133194|CAIDA_class|Enterprise
133195|CAIDA_class|Enterprise
133196|CAIDA_class|Transit/Access
133198|CAIDA_class|Content
133199|CAIDA_class|Content
133200|CAIDA_class|Enterprise
133201|CAIDA_class|Content
133202|CAIDA_class|Transit/Access
133203|CAIDA_class|Enterprise
133204|CAIDA_class|Enterprise
133206|CAIDA_class|Transit/Access
133210|CAIDA_class|Content
133212|CAIDA_class|Enterprise
133214|CAIDA_class|Transit/Access
133216|CAIDA_class|Enterprise
133217|CAIDA_class|Transit/Access
133218|CAIDA_class|Transit/Access
133219|CAIDA_class|Transit/Access
133222|CAIDA_class|Transit/Access
133225|CAIDA_class|Content
133226|CAIDA_class|Transit/Access
133227|CAIDA_class|Transit/Access
133228|CAIDA_class|Transit/Access
133230|CAIDA_class|Transit/Access
133231|CAIDA_class|Enterprise
133233|CAIDA_class|Enterprise
133234|CAIDA_class|Transit/Access
133235|peerDB_class|Transit/Access
133236|CAIDA_class|Transit/Access
133237|peerDB_class|Transit/Access
133238|CAIDA_class|Enterprise
133240|peerDB_class|Transit/Access
133241|CAIDA_class|Enterprise
133242|CAIDA_class|Transit/Access
133243|CAIDA_class|Transit/Access
133244|CAIDA_class|Transit/Access
133246|CAIDA_class|Transit/Access
133247|CAIDA_class|Transit/Access
133248|peerDB_class|Transit/Access
133249|CAIDA_class|Transit/Access
133250|CAIDA_class|Transit/Access
133253|peerDB_class|Enterprise
133255|peerDB_class|Transit/Access
133256|CAIDA_class|Content
133257|CAIDA_class|Transit/Access
133258|CAIDA_class|Transit/Access
133259|CAIDA_class|Enterprise
133260|CAIDA_class|Content
133261|CAIDA_class|Enterprise
133262|CAIDA_class|Transit/Access
133266|CAIDA_class|Enterprise
133269|peerDB_class|Transit/Access
133270|peerDB_class|Transit/Access
133271|peerDB_class|Transit/Access
133272|peerDB_class|Transit/Access
133273|CAIDA_class|Enterprise
133274|CAIDA_class|Enterprise
133275|peerDB_class|Transit/Access
133276|CAIDA_class|Transit/Access
133278|peerDB_class|Enterprise
133279|CAIDA_class|Transit/Access
133281|CAIDA_class|Transit/Access
133282|CAIDA_class|Enterprise
133283|CAIDA_class|Transit/Access
133285|CAIDA_class|Transit/Access
133287|peerDB_class|Transit/Access
133288|CAIDA_class|Enterprise
133291|CAIDA_class|Transit/Access
133295|CAIDA_class|Content
133296|peerDB_class|Content
133297|CAIDA_class|Transit/Access
133298|peerDB_class|Transit/Access
133299|CAIDA_class|Transit/Access
133300|CAIDA_class|Transit/Access
133301|CAIDA_class|Transit/Access
133303|CAIDA_class|Transit/Access
133304|CAIDA_class|Transit/Access
133305|CAIDA_class|Enterprise
133306|CAIDA_class|Enterprise
133309|peerDB_class|Transit/Access
133311|peerDB_class|Transit/Access
133312|CAIDA_class|Enterprise
133313|CAIDA_class|Enterprise
133314|CAIDA_class|Enterprise
133315|peerDB_class|Transit/Access
133317|CAIDA_class|Transit/Access
133318|peerDB_class|Enterprise
133320|CAIDA_class|Transit/Access
133321|CAIDA_class|Transit/Access
133322|CAIDA_class|Transit/Access
133324|peerDB_class|Transit/Access
133326|CAIDA_class|Transit/Access
133327|CAIDA_class|Transit/Access
133328|CAIDA_class|Transit/Access
133331|CAIDA_class|Transit/Access
133332|peerDB_class|Transit/Access
133333|CAIDA_class|Transit/Access
133334|peerDB_class|Transit/Access
133335|CAIDA_class|Enterprise
133337|CAIDA_class|Enterprise
133343|CAIDA_class|Content
133344|peerDB_class|Content
133345|CAIDA_class|Enterprise
133346|CAIDA_class|Content
133347|CAIDA_class|Enterprise
133349|CAIDA_class|Transit/Access
133352|peerDB_class|Transit/Access
133354|peerDB_class|Transit/Access
133355|CAIDA_class|Enterprise
133356|CAIDA_class|Transit/Access
133357|CAIDA_class|Enterprise
133359|CAIDA_class|Content
133360|CAIDA_class|Enterprise
133361|CAIDA_class|Transit/Access
133364|CAIDA_class|Transit/Access
133366|CAIDA_class|Transit/Access
133370|CAIDA_class|Transit/Access
133371|CAIDA_class|Enterprise
133372|peerDB_class|Transit/Access
133374|peerDB_class|Transit/Access
133376|CAIDA_class|Transit/Access
133377|CAIDA_class|Transit/Access
133378|CAIDA_class|Transit/Access
133380|peerDB_class|Transit/Access
133381|CAIDA_class|Transit/Access
133382|CAIDA_class|Transit/Access
133383|CAIDA_class|Transit/Access
133384|CAIDA_class|Transit/Access
133385|peerDB_class|Transit/Access
133386|CAIDA_class|Content
133387|CAIDA_class|Transit/Access
133388|CAIDA_class|Transit/Access
133389|peerDB_class|Transit/Access
133390|CAIDA_class|Content
133391|CAIDA_class|Transit/Access
133393|CAIDA_class|Transit/Access
133394|CAIDA_class|Transit/Access
133396|CAIDA_class|Transit/Access
133397|CAIDA_class|Enterprise
133398|CAIDA_class|Transit/Access
133399|peerDB_class|Transit/Access
133400|CAIDA_class|Enterprise
133401|CAIDA_class|Transit/Access
133403|peerDB_class|Transit/Access
133404|CAIDA_class|Enterprise
133405|peerDB_class|Transit/Access
133407|CAIDA_class|Transit/Access
133408|CAIDA_class|Transit/Access
133409|CAIDA_class|Transit/Access
133410|peerDB_class|Transit/Access
133411|CAIDA_class|Transit/Access
133412|CAIDA_class|Enterprise
133413|CAIDA_class|Enterprise
133414|CAIDA_class|Transit/Access
133415|CAIDA_class|Transit/Access
133416|CAIDA_class|Enterprise
133417|peerDB_class|Content
133419|CAIDA_class|Enterprise
133420|CAIDA_class|Enterprise
133421|peerDB_class|Transit/Access
133422|CAIDA_class|Enterprise
133424|CAIDA_class|Transit/Access
133427|CAIDA_class|Transit/Access
133429|CAIDA_class|Enterprise
133430|CAIDA_class|Transit/Access
133431|CAIDA_class|Transit/Access
133433|CAIDA_class|Transit/Access
133435|CAIDA_class|Transit/Access
133437|CAIDA_class|Enterprise
133438|CAIDA_class|Transit/Access
133439|CAIDA_class|Enterprise
133440|CAIDA_class|Transit/Access
133441|CAIDA_class|Transit/Access
133443|CAIDA_class|Transit/Access
133444|peerDB_class|Transit/Access
133448|CAIDA_class|Transit/Access
133449|CAIDA_class|Enterprise
133450|CAIDA_class|Transit/Access
133451|CAIDA_class|Transit/Access
133453|CAIDA_class|Transit/Access
133455|CAIDA_class|Transit/Access
133456|CAIDA_class|Transit/Access
133457|peerDB_class|Transit/Access
133461|CAIDA_class|Enterprise
133462|CAIDA_class|Transit/Access
133465|CAIDA_class|Transit/Access
133466|CAIDA_class|Transit/Access
133468|CAIDA_class|Enterprise
133469|peerDB_class|Transit/Access
133470|CAIDA_class|Transit/Access
133471|CAIDA_class|Content
133475|CAIDA_class|Enterprise
133476|CAIDA_class|Enterprise
133477|CAIDA_class|Content
133479|CAIDA_class|Transit/Access
133480|peerDB_class|Transit/Access
133481|peerDB_class|Transit/Access
133483|CAIDA_class|Enterprise
133485|CAIDA_class|Transit/Access
133486|CAIDA_class|Transit/Access
133488|CAIDA_class|Transit/Access
133491|CAIDA_class|Enterprise
133492|CAIDA_class|Enterprise
133493|peerDB_class|Transit/Access
133494|CAIDA_class|Transit/Access
133495|CAIDA_class|Transit/Access
133496|CAIDA_class|Enterprise
133498|CAIDA_class|Enterprise
133499|CAIDA_class|Transit/Access
133500|CAIDA_class|Transit/Access
133501|peerDB_class|Transit/Access
133505|CAIDA_class|Transit/Access
133506|CAIDA_class|Transit/Access
133509|CAIDA_class|Transit/Access
133520|CAIDA_class|Enterprise
133523|CAIDA_class|Transit/Access
133524|peerDB_class|Transit/Access
133525|CAIDA_class|Transit/Access
133527|CAIDA_class|Transit/Access
133528|CAIDA_class|Transit/Access
133529|CAIDA_class|Transit/Access
133530|CAIDA_class|Transit/Access
133532|CAIDA_class|Transit/Access
133533|CAIDA_class|Transit/Access
133534|peerDB_class|Content
133535|peerDB_class|Enterprise
133536|peerDB_class|Content
133538|CAIDA_class|Transit/Access
133540|CAIDA_class|Transit/Access
133541|CAIDA_class|Enterprise
133542|CAIDA_class|Transit/Access
133543|peerDB_class|Transit/Access
133544|CAIDA_class|Enterprise
133546|CAIDA_class|Transit/Access
133547|CAIDA_class|Transit/Access
133548|CAIDA_class|Transit/Access
133549|CAIDA_class|Transit/Access
133552|CAIDA_class|Enterprise
133553|CAIDA_class|Transit/Access
133556|CAIDA_class|Transit/Access
133557|CAIDA_class|Transit/Access
133579|peerDB_class|Transit/Access
133580|CAIDA_class|Enterprise
133581|CAIDA_class|Enterprise
133582|CAIDA_class|Enterprise
133583|CAIDA_class|Transit/Access
133584|CAIDA_class|Enterprise
133586|CAIDA_class|Transit/Access
133587|CAIDA_class|Enterprise
133588|CAIDA_class|Enterprise
133589|CAIDA_class|Transit/Access
133590|peerDB_class|Transit/Access
133591|CAIDA_class|Transit/Access
133593|peerDB_class|Transit/Access
133597|peerDB_class|Transit/Access
133598|CAIDA_class|Transit/Access
133599|CAIDA_class|Enterprise
133600|CAIDA_class|Enterprise
133602|CAIDA_class|Transit/Access
133603|CAIDA_class|Enterprise
133604|CAIDA_class|Enterprise
133605|CAIDA_class|Transit/Access
133606|peerDB_class|Transit/Access
133607|CAIDA_class|Enterprise
133608|CAIDA_class|Transit/Access
133609|CAIDA_class|Enterprise
133610|CAIDA_class|Transit/Access
133611|CAIDA_class|Enterprise
133612|peerDB_class|Transit/Access
133613|peerDB_class|Transit/Access
133615|CAIDA_class|Transit/Access
133616|peerDB_class|Enterprise
133617|CAIDA_class|Transit/Access
133618|CAIDA_class|Content
133622|CAIDA_class|Enterprise
133623|CAIDA_class|Transit/Access
133624|CAIDA_class|Transit/Access
133627|CAIDA_class|Transit/Access
133633|CAIDA_class|Transit/Access
133636|CAIDA_class|Transit/Access
133638|peerDB_class|Transit/Access
133643|CAIDA_class|Content
133644|CAIDA_class|Enterprise
133645|peerDB_class|Enterprise
133647|CAIDA_class|Transit/Access
